  1 2018-02-14 01:04:22.076015    10.10.1.1 -> 10.10.2.1    ICMP Echo (ping) request  id=0x693e, seq=1/256, ttl=63 90:e2:ba:82:2c:7d -> 90:e2:ba:3e:a6:e8
  2 2018-02-14 01:04:22.076129    10.10.2.1 -> 10.10.1.1    ICMP Echo (ping) reply    id=0x693e, seq=1/256, ttl=64 (request in 1) 90:e2:ba:3e:a6:e8 -> 90:e2:ba:82:2c:7d
  3 2018-02-14 01:04:22.077834    10.10.1.1 -> 10.10.2.1    ICMP Echo (ping) request  id=0x693e, seq=2/512, ttl=63 90:e2:ba:82:2c:7d -> 90:e2:ba:3e:a6:e8
  4 2018-02-14 01:04:22.077955    10.10.2.1 -> 10.10.1.1    ICMP Echo (ping) reply    id=0x693e, seq=2/512, ttl=64 (request in 3) 90:e2:ba:3e:a6:e8 -> 90:e2:ba:82:2c:7d
  5 2018-02-14 01:04:22.079428    10.10.1.1 -> 10.10.2.1    ICMP Echo (ping) request  id=0x693e, seq=3/768, ttl=63 90:e2:ba:82:2c:7d -> 90:e2:ba:3e:a6:e8
  6 2018-02-14 01:04:22.079538    10.10.2.1 -> 10.10.1.1    ICMP Echo (ping) reply    id=0x693e, seq=3/768, ttl=64 (request in 5) 90:e2:ba:3e:a6:e8 -> 90:e2:ba:82:2c:7d
  7 2018-02-14 01:04:22.081357    10.10.1.1 -> 10.10.2.1    ICMP Echo (ping) request  id=0x693e, seq=4/1024, ttl=63 90:e2:ba:82:2c:7d -> 90:e2:ba:3e:a6:e8
  8 2018-02-14 01:04:22.081475    10.10.2.1 -> 10.10.1.1    ICMP Echo (ping) reply    id=0x693e, seq=4/1024, ttl=64 (request in 7) 90:e2:ba:3e:a6:e8 -> 90:e2:ba:82:2c:7d
  9 2018-02-14 01:04:22.083097    10.10.1.1 -> 10.10.2.1    ICMP Echo (ping) request  id=0x693e, seq=5/1280, ttl=63 90:e2:ba:82:2c:7d -> 90:e2:ba:3e:a6:e8
 10 2018-02-14 01:04:22.083185    10.10.2.1 -> 10.10.1.1    ICMP Echo (ping) reply    id=0x693e, seq=5/1280, ttl=64 (request in 9) 90:e2:ba:3e:a6:e8 -> 90:e2:ba:82:2c:7d
 11 2018-02-14 01:04:22.085052    10.10.1.1 -> 10.10.2.1    ICMP Echo (ping) request  id=0x693e, seq=6/1536, ttl=63 90:e2:ba:82:2c:7d -> 90:e2:ba:3e:a6:e8
 12 2018-02-14 01:04:22.085148    10.10.2.1 -> 10.10.1.1    ICMP Echo (ping) reply    id=0x693e, seq=6/1536, ttl=64 (request in 11) 90:e2:ba:3e:a6:e8 -> 90:e2:ba:82:2c:7d
 13 2018-02-14 01:04:22.087022    10.10.1.1 -> 10.10.2.1    ICMP Echo (ping) request  id=0x693e, seq=7/1792, ttl=63 90:e2:ba:82:2c:7d -> 90:e2:ba:3e:a6:e8
 14 2018-02-14 01:04:22.087117    10.10.2.1 -> 10.10.1.1    ICMP Echo (ping) reply    id=0x693e, seq=7/1792, ttl=64 (request in 13) 90:e2:ba:3e:a6:e8 -> 90:e2:ba:82:2c:7d
 15 2018-02-14 01:04:22.088863    10.10.1.1 -> 10.10.2.1    ICMP Echo (ping) request  id=0x693e, seq=12/3072, ttl=63 90:e2:ba:82:2c:7d -> 90:e2:ba:3e:a6:e8
 16 2018-02-14 01:04:22.088986    10.10.2.1 -> 10.10.1.1    ICMP Echo (ping) reply    id=0x693e, seq=12/3072, ttl=64 (request in 15) 90:e2:ba:3e:a6:e8 -> 90:e2:ba:82:2c:7d
 17 2018-02-14 01:04:22.090594    10.10.1.1 -> 10.10.2.1    ICMP Echo (ping) request  id=0x693e, seq=37/9472, ttl=63 90:e2:ba:82:2c:7d -> 90:e2:ba:3e:a6:e8
 18 2018-02-14 01:04:22.090700    10.10.2.1 -> 10.10.1.1    ICMP Echo (ping) reply    id=0x693e, seq=37/9472, ttl=64 (request in 17) 90:e2:ba:3e:a6:e8 -> 90:e2:ba:82:2c:7d
 19 2018-02-14 01:04:22.092436    10.10.1.1 -> 10.10.2.1    ICMP Echo (ping) request  id=0x693e, seq=43/11008, ttl=63 90:e2:ba:82:2c:7d -> 90:e2:ba:3e:a6:e8
 20 2018-02-14 01:04:22.092547    10.10.2.1 -> 10.10.1.1    ICMP Echo (ping) reply    id=0x693e, seq=43/11008, ttl=64 (request in 19) 90:e2:ba:3e:a6:e8 -> 90:e2:ba:82:2c:7d
 21 2018-02-14 01:04:22.094059    10.10.1.1 -> 10.10.2.1    ICMP Echo (ping) request  id=0x693e, seq=49/12544, ttl=63 90:e2:ba:82:2c:7d -> 90:e2:ba:3e:a6:e8
 22 2018-02-14 01:04:22.094154    10.10.2.1 -> 10.10.1.1    ICMP Echo (ping) reply    id=0x693e, seq=49/12544, ttl=64 (request in 21) 90:e2:ba:3e:a6:e8 -> 90:e2:ba:82:2c:7d
 23 2018-02-14 01:04:22.095883    10.10.1.1 -> 10.10.2.1    ICMP Echo (ping) request  id=0x693e, seq=56/14336, ttl=63 90:e2:ba:82:2c:7d -> 90:e2:ba:3e:a6:e8
 24 2018-02-14 01:04:22.095998    10.10.2.1 -> 10.10.1.1    ICMP Echo (ping) reply    id=0x693e, seq=56/14336, ttl=64 (request in 23) 90:e2:ba:3e:a6:e8 -> 90:e2:ba:82:2c:7d
 25 2018-02-14 01:04:22.097727    10.10.1.1 -> 10.10.2.1    ICMP Echo (ping) request  id=0x693e, seq=62/15872, ttl=63 90:e2:ba:82:2c:7d -> 90:e2:ba:3e:a6:e8
 26 2018-02-14 01:04:22.097841    10.10.2.1 -> 10.10.1.1    ICMP Echo (ping) reply    id=0x693e, seq=62/15872, ttl=64 (request in 25) 90:e2:ba:3e:a6:e8 -> 90:e2:ba:82:2c:7d
 27 2018-02-14 01:04:22.099403    10.10.1.1 -> 10.10.2.1    ICMP Echo (ping) request  id=0x693e, seq=68/17408, ttl=63 90:e2:ba:82:2c:7d -> 90:e2:ba:3e:a6:e8
 28 2018-02-14 01:04:22.099519    10.10.2.1 -> 10.10.1.1    ICMP Echo (ping) reply    id=0x693e, seq=68/17408, ttl=64 (request in 27) 90:e2:ba:3e:a6:e8 -> 90:e2:ba:82:2c:7d
 29 2018-02-14 01:04:22.101099    10.10.1.1 -> 10.10.2.1    ICMP Echo (ping) request  id=0x693e, seq=73/18688, ttl=63 90:e2:ba:82:2c:7d -> 90:e2:ba:3e:a6:e8
 30 2018-02-14 01:04:22.101189    10.10.2.1 -> 10.10.1.1    ICMP Echo (ping) reply    id=0x693e, seq=73/18688, ttl=64 (request in 29) 90:e2:ba:3e:a6:e8 -> 90:e2:ba:82:2c:7d
 31 2018-02-14 01:04:22.102727    10.10.1.1 -> 10.10.2.1    ICMP Echo (ping) request  id=0x693e, seq=79/20224, ttl=63 90:e2:ba:82:2c:7d -> 90:e2:ba:3e:a6:e8
 32 2018-02-14 01:04:22.102838    10.10.2.1 -> 10.10.1.1    ICMP Echo (ping) reply    id=0x693e, seq=79/20224, ttl=64 (request in 31) 90:e2:ba:3e:a6:e8 -> 90:e2:ba:82:2c:7d
 33 2018-02-14 01:04:22.104523    10.10.1.1 -> 10.10.2.1    ICMP Echo (ping) request  id=0x693e, seq=84/21504, ttl=63 90:e2:ba:82:2c:7d -> 90:e2:ba:3e:a6:e8
 34 2018-02-14 01:04:22.104633    10.10.2.1 -> 10.10.1.1    ICMP Echo (ping) reply    id=0x693e, seq=84/21504, ttl=64 (request in 33) 90:e2:ba:3e:a6:e8 -> 90:e2:ba:82:2c:7d
 35 2018-02-14 01:04:22.106277    10.10.1.1 -> 10.10.2.1    ICMP Echo (ping) request  id=0x693e, seq=90/23040, ttl=63 90:e2:ba:82:2c:7d -> 90:e2:ba:3e:a6:e8
 36 2018-02-14 01:04:22.106374    10.10.2.1 -> 10.10.1.1    ICMP Echo (ping) reply    id=0x693e, seq=90/23040, ttl=64 (request in 35) 90:e2:ba:3e:a6:e8 -> 90:e2:ba:82:2c:7d
